"콘텐츠 ID
","사용유무
",화장실명,"서브카테고리 명
","시군
","구명
","새주소[도로명 주소]
",지번주소,키워드,"다국어
",경도,위도,"공간객체타입
","라인 색상
","라인 패턴
","라인두께
","전화번호
","웹URL
","동영상 웹 링크 URL
","음성파일 웹 링크 URL
","사진 정보1[URL or 파일명]
","사진 정보2[URL or 파일명]
","사진 정보3[URL or 파일명]
","사진 정보4[URL or 파일명]
","사진 정보5[URL or 파일명]
","상세 제목1
","상세 내용1
","상세 제목2
","상세 내용2
","상세 제목3
","상세 내용3
","상세 제목4
","상세 내용4
","상세 제목5
","상세 내용5
","상세 제목6
","상세 내용6
","상세 제목7
","상세 내용7
","상세 제목8
","상세 내용8
","상세 제목9
","상세 내용9
","상세 제목10
","상세 내용10
","상세 제목11
","상세 내용11
","상세 제목12
","상세 내용12
","상세 제목13
","상세 내용13
","상세 제목14
","상세 내용14
","상세 제목15
","상세 내용15
","상세 제목16
","상세 내용16
","상세 제목17
","상세 내용17
","상세 제목18
","상세 내용18
","상세 제목19
","상세 내용19
","상세 제목20
","상세 내용20
","시계열 시작 일자
","시계열 종료 일자
"
restsa01-0076,Y,거울분수,상시,,마포구,,마포구 상암동 1536-1,,KOR,126.889002900,37.560558700,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,공용1,편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0075,Y,안양천 입구,상시,,영등포구,,영등포구 양화동,,KOR,126.878111500,37.553234300,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,,편의시설,,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0074,Y,하류 주차장,상시,,영등포구,,영등포구 양화동 1-4,,KOR,126.891754500,37.544787600,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0073,Y,축구장,상시,,영등포구,,영등포구 양화동 1-4,,KOR,126.892951900,37.543703200,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0072,Y,선유교 상류,상시,,영등포구,,영등포구 당산동 34-1,,KOR,126.896772900,37.541532500,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0071,Y,양화대교 하부,상시,,영등포구,,영등포구 당산동 77-1,,KOR,126.900877600,37.539236900,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0070,Y,상류 주차장,상시,,영등포구,,영등포구 당산동 95-1,,KOR,126.904012300,37.537202200,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,,편의시설,,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0069,Y,샛강 파천주차장,상시,,영등포구,,영등포구 여의도동 19-1,,KOR,126.913404300,37.525991400,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,공용1,편의시설,,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0068,Y,샛강 서울교 하부,상시,,영등포구,,영등포구 여의도동 19-1,,KOR,126.916528700,37.521518100,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,,편의시설,,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0067,Y,국회주차장,상시,,영등포구,,영등포구 여의도동 81-8,,KOR,126.915458000,37.534731100,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0066,Y,축구장,상시,,영등포구,,영등포구 여의도동 82-10,,KOR,126.918500700,37.534259400,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0065,Y,서강대교 하부,상시,,영등포구,,영등포구 여의도동 83-6,,KOR,126.923257700,37.533111000,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0064,Y,수상무대,상시,,영등포구,,영등포구 여의도동 83-6,,KOR,126.926752200,37.532010300,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0063,Y,물빛광장,상시,,영등포구,,영등포구 여의도동 84,,KOR,126.930070100,37.530295800,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0062,Y,마포대교,정시,,영등포구,,영등포구 여의도동 84-6,,KOR,126.932203200,37.531090300,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,정시(겨울철미개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0061,Y,유람선선착장,상시,,영등포구,,영등포구 여의도동 85,,KOR,126.938147100,37.524800200,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0060,Y,청사(센터),상시,,영등포구,여의동로 330,영등포구 여의도동 8,,KOR,126.933660200,37.526248000,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0059,Y,안내센터앞,상시,,영등포구,,영등포구 여의도동 85-6,,KOR,126.934504400,37.527613100,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0058,Y,파라다이스앞,상시,,영등포구,,영등포구 여의도동 86-7,,KOR,126.941883900,37.521464900,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0057,Y,원효대교 하부,상시,,용산구,,용산구 이촌동 393-4,,KOR,126.952471500,37.528308900,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,공용1,편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0056,Y,한강대교 하부,상시,,용산구,양녕로 495,용산구 이촌동 375-1,,KOR,126.960271300,37.521748700,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0055,Y,경찰순찰대,상시,,용산구,,용산구 이촌동 361-1,,KOR,126.963247100,37.520710300,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0054,Y,엑스게임장,상시,,용산구,,용산구 이촌동 360,,KOR,126.965513200,37.519839100,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0053,Y,차범근축구,상시,,용산구,,용산구 이촌동 302-17,,KOR,126.968878100,37.518491400,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,공용1,편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0052,Y,안내센터옆,상시,,용산구,이촌로72길 62,용산구 이촌동 302-17,,KOR,126.970509500,37.517905700,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,공용1,편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0051,Y,롤라스케이트장,상시,,용산구,,용산구 이촌동 302-135,,KOR,126.972499162,37.516779711,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0050,Y,자연학습장,상시,,용산구,,용산구 이촌동 346-1,,KOR,126.977040200,37.515604800,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0049,Y,동작대교 하부,상시,,용산구,,용산구 서빙고동 452-1,,KOR,126.983635800,37.515823100,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0048,Y,어린이놀이터,상시,,용산구,,용산구 서빙고동 291-2,,KOR,126.987240700,37.516190300,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0047,Y,반포대교 하부,상시,,용산구,,용산구 서빙고동 271-93,,KOR,126.994003300,37.518842400,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,,편의시설,,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0046,Y,보광나들목,상시,,용산구,,용산구 보광동 445-2,,KOR,127.001806271,37.523115073,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,공용1,편의시설,,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0045,Y,한남나들목,상시,,용산구,,용산구 한남동 782-2,,KOR,127.007812600,37.528635400,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,공용1,편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0044,Y,옥수역 하부,상시,,성동구,,성동구 옥수동 490-7,,KOR,127.019648300,37.541048900,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,공용1,편의시설,,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0043,Y,금호나들목,상시,,성동구,금호로 15,성동구 금호동4가 1523-2,,KOR,127.024054900,37.544086300,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,공용1,편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0042,Y,원불교앞,상시,,동작구,현충로 85-11,동작구 흑석동 262-1,,KOR,126.965064200,37.509503000,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,공용1,편의시설,,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0041,Y,동작대교 하부,상시,,서초구,동작대로 350,서초구 반포동 1333-1,,KOR,126.981263200,37.505474100,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,남여공용,편의시설,손건조기3,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0040,Y,안내센터옆,상시,,서초구,신반포로11길 40,서초구 반포동 115-5,,KOR,126.991909200,37.507737700,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,남여공용,편의시설,손건조기3,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0039,Y,하류 주차장,상시,,서초구,,서초구 반포동 115-5,,KOR,126.997795000,37.510273200,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,공용1,편의시설,손건조기3,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0038,Y,상류 주차장,상시,,서초구,,서초구 반포동 122-1,,KOR,127.002279400,37.513126900,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0037,Y,하류 주차장,상시,,서초구,,서초구 잠원동 121,,KOR,127.008844500,37.517981200,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0036,Y,안내센터옆,상시,,서초구,잠원로 221-124,서초구 잠원동 121,,KOR,127.011819600,37.520742600,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0035,Y,한남대교 전망카페,상시,,강남구,강남대로 708,강남구 잠원동 121-8,,KOR,127.015504600,37.524014400,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0034,Y,ON 주차장,상시,,강남구,,강남구 신사동 386,,KOR,127.018521300,37.526537000,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0033,Y,트랙구장,상시,,강남구,,강남구 신사동 386,,KOR,127.019670200,37.527402500,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,,편의시설,,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0032,Y,리버시티,상시,,강남구,,강남구 신사동 386,,KOR,127.020849500,37.528815200,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,,편의시설,,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0031,Y,서울숲,상시,,성동구,,성동구 옥수동 494-1,,KOR,127.031870172,37.541097924,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,,편의시설,,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0030,Y,성동지대,상시,,성동구,강변북로 360,성동구 성수동2가 623,,KOR,127.052884700,37.535002400,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,,편의시설,,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0028,Y,119수난구조대,상시,,광진구,,광진구 자양동 158-17,,KOR,127.060526100,37.532282000,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0027,Y,벽천나들목,상시,,광진구,,광진구 자양동 97-5,,KOR,127.063338200,37.531400100,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0026,Y,청담대교 하부,상시,,광진구,,광진구 자양동 97-5,,KOR,127.066503300,37.530125500,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0025,Y,음악분수,상시,,광진구,,광진구 자양동 112,,KOR,127.069123600,37.530090000,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0024,Y,자연학습장,상시,,광진구,,광진구 자양동 427-22,,KOR,127.074022900,37.528354700,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0023,Y,축구장,상시,,광진구,,광진구 자양동 427-22,,KOR,127.074770000,37.528314100,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0022,Y,윈드서핑 하류,상시,,광진구,,광진구 자양동 564,,KOR,127.079772600,37.527281900,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0021,Y,윈드서핑 상류,상시,,광진구,,광진구 자양동 565,,KOR,127.080376500,37.527165100,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0020,Y,잠실대교 하부,상시,,광진구,자양로 4,광진구 자양동 704-7,,KOR,127.087987500,37.528608800,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,,편의시설,,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0019,Y,만남의 광장,상시,,송파구,,송파구 잠실동 1-1,,KOR,127.084403900,37.518266700,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0018,Y,청소년광장,상시,,송파구,,송파구 잠실동 1-1,,KOR,127.074482500,37.518767700,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,공용1,편의시설,손건조기3,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0017,Y,하류 주차장,상시,,송파구,,송파구 잠실동 1-1,,KOR,127.076879400,37.518549200,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0016,Y,중류 주차장,상시,,송파구,,송파구 잠실동 1-1,,KOR,127.079163300,37.517878600,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0015,Y,유람선선착장,상시,,송파구,,송파구 잠실동 1-1,,KOR,127.081510000,37.517727400,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0014,Y,안내센터옆,상시,,송파구,,송파구 잠실동 1-1,,KOR,127.089584600,37.518041500,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
restsa01-0013,Y,상류 주차장,상시,,송파구,,송파구 잠실동 1-1,,KOR,127.093570800,37.519583000,1,#0000ff,L,4,02-3780-0785,,,,,,,,,유형,공중,개방시간,상시(연중 개방),소재지 용도,공원,장애인화장실,"남1, 여1",편의시설,손건조기2,관리주체,한강사업본부 환경과,,,,,,,,,,,,,,,,,,,,,,,,,,,화장실관련정보 문의:한강사업본부 환경과,02-3780-0785,,
