구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,위도,경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치여부,비상벨설치장소,화장실여부,설치여부,기저귀교환대장소,리모델링연월,데이터기준일자
개방화장실,써미트빌딩,경기도 성남시 수정구 산성대로 95,성남시 수정구 산성대로 95 (수진동),N,1,1,0,0,0,0,2,0,0,성남시청 자원순환과,,07:00~22:00,,37.4342655232,127.1295821968,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,망덕약수터 입구,,성남시 중원구 금광동 2481-29,N,1,1,0,0,0,0,1,0,0,성남시청 자원순환과,,24시,,37.4522145423,127.1743158997,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,하대원동 약수터내,,성남시 중원구 하대원동 산34-14,N,1,1,0,0,0,0,1,0,0,성남시청 자원순환과,,24시,,37.4243618301,127.1421225654,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,율동 감시초소 옆(응달평산),,성남시 분당구 율동 산61,N,1,1,0,0,0,0,0,0,0,성남시청 자원순환과,,24시,,37.3854797844,127.1594057839,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,(주)삼표에너지 야탑주유소,경기도 성남시 분당구 돌마로 910,성남시 분당구 돌마로 910(야탑동),N,2,2,0,0,0,0,2,0,0,성남시청 자원순환과,,06시-23시,,37.4129299347,127.1442307966,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,서현주유소,경기도 성남시 분당구 새마을로 19,성남시 분당구 새마을로 19(서현동),N,1,1,0,0,0,0,1,0,0,성남시청 자원순환과,,06시-23시,,37.3840597150,127.1327323776,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,에스케이네트웍스(주) 수내동주유소,경기도 성남시 분당구 불정로 274,성남시 분당구 불정로 274(수내동),N,1,2,0,0,0,0,2,0,0,성남시청 자원순환과,,06시-23시,,37.3679475082,127.1283951460,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,주식회사 남경석유,,성남시 분당구 성남시 분당구 새마을로 65 (서현동),N,1,2,0,0,0,0,2,0,0,성남시청 자원순환과,,06시-24시,,,,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,sk네트웍스(주) 스타팅광동주유소,경기도 성남시 분당구 대왕판교로644번길 43,성남시 분당구 대왕판교로644번길 43(삼평동),N,1,1,0,0,0,0,1,0,0,성남시청 자원순환과,,00시-24시,,37.4001174157,127.1114695466,N,N,N,N,N,N,N,N,,2021-12-31
개방화장실,의정부 중앙주유소,경기도 의정부시 평화로 593,경기도 의정부시 평화로 593 (의정부동),Y,1,2,0,0,0,0,1,0,0,의정부 중앙주유소,031-842-5188,09:00~18:00,,37.7449375033,127.0457929142,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,가능역,경기도 의정부시 평화로 633,"경기도 의정부시 평화로 633 (가능동, 가능역)",Y,3,5,1,0,0,0,8,1,0,한국철도공사 가능역,031-842-7788,09:00~17:00,,37.7483744241,127.0442054562,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,가능역,경기도 의정부시 평화로 633,"경기도 의정부시 평화로 633 (가능동, 가능역)",Y,3,6,1,0,0,0,8,1,0,한국철도공사 가능역,031-842-7788,05:00~00:00,,37.7483744241,127.0442054562,N,N,N,N,N,N,N,N,,2021-12-31
개방화장실,의정부주유소,경기도 의정부시 평화로 697,경기도 의정부시 평화로 697 (가능동),Y,2,2,1,0,0,0,2,1,0,의정부주유소,,00:00~00:00,,37.7542284315,127.0430229943,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,녹양역,경기도 의정부시 평화로 757,"경기도 의정부시 평화로 757 (녹양동, 녹양역)",Y,3,5,1,0,0,0,8,1,0,녹양역,031-878-5769,00:00~00:00,,37.7593900087,127.0422533122,N,N,N,N,N,N,N,N,,2021-12-31
개방화장실,(주)강촌엘피지 녹양충전소,경기도 의정부시 평화로 801,경기도 의정부시 평화로 801 (녹양동),Y,1,1,0,0,0,0,1,0,0,(주)강촌엘피지 녹양충전소,031-848-8894,05:00~00:00,,37.7633779295,127.0433073080,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,호원1동주민센터 2층,경기도 의정부시 평화로230번길 12-9,"경기도 의정부시 평화로230번길 12-9 (호원동, 호원1동주민센터)",Y,2,1,0,0,0,0,2,0,0,호원1동주민센터,031-828-4745,09:00~18:00,,37.7119964382,127.0487510317,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,호원119안전센터,경기도 의정부시 평화로322번길 7,"경기도 의정부시 평화로322번길 7 (호원동, 호원119안전센터)",Y,2,1,0,0,0,0,0,0,0,의정부소방서,031-849-7221,09:00~18:00,,37.7207912243,127.0481870759,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,의정부 지하공영주차장,경기도 의정부시 평화로552번길 17,경기도 의정부시 평화로552번길 17 (의정부동),Y,2,3,0,0,0,0,2,1,0,의정부시시설관리공단 주차사업팀,031-828-6846,24시간,,37.7415848539,127.0482082655,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,의정부입체공영주차장,경기도 의정부시 평화로562번길 29,경기도 의정부시 평화로562번길 29 (의정부동),Y,2,2,0,0,0,0,2,0,0,의정부시시설관리공단 주차사업팀,031-828-6846,11:00~21:30,,37.7424427862,127.0486457085,N,N,N,N,N,N,N,N,,2021-12-31
개방화장실,착한주유소,경기도 의정부시 호국로 1097,"경기도 의정부시 호국로 1097 (가능동, 오토월드직영가능주유소)",Y,2,2,0,0,0,0,2,0,0,착한주유소,031-872-4272,09:00~17:00,,37.7433002690,127.0259966050,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,의정부경찰서 본관1층,경기도 의정부시 호국로 1265,"경기도 의정부시 호국로 1265 (의정부동, 의정부경찰서)",Y,3,3,1,0,0,0,3,1,0,의정부경찰서 경리계,031-849-3136,24시간,,37.7445620554,127.0442628885,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,의정부경찰서 별관1층,경기도 의정부시 호국로 1265,"경기도 의정부시 호국로 1265 (의정부동, 의정부경찰서)",Y,2,3,1,0,0,0,2,1,0,의정부경찰서 경리계,031-849-3136,24시간,,37.7445620554,127.0442628885,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,금오119안전센터,경기도 의정부시 호국로 1434-14,"경기도 의정부시 호국로 1434-14 (금오동, 파발119안전센터)",Y,2,2,1,0,0,0,1,1,0,의정부소방서,031-849-7221,24시간,,37.7493765600,127.0612716020,N,N,N,N,N,N,N,N,,2021-12-31
개방화장실,금오주유소,경기도 의정부시 호국로 1582,경기도 의정부시 호국로 1582 (금오동),Y,1,1,0,0,0,0,1,0,0,금오주유소,031-821-3939,24시간,,37.7546146505,127.0764410870,N,N,N,N,N,N,N,N,,2021-12-31
개방화장실,금오충전소,경기도 의정부시 호국로 1620,경기도 의정부시 호국로 1620 (금오동),Y,2,2,0,0,0,0,2,0,0,금오충전소,,24시간,,37.7565563575,127.0800400690,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,맑은물환경사업소 1층,경기도 의정부시 호국로1049번길 39,"경기도 의정부시 호국로1049번길 39 (가능동, 맑은물환경사업소)",Y,2,2,0,0,0,0,4,1,0,맑은물환경사업소 업N지원과,031-828-4084,09:00~18:00,,37.7414885334,127.0193002841,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,관양도서관 화장실,경기도 안양시 동안구 동편로 124,"경기도 안양시 동안구 동편로 124 (관양동, 관양도서관)",Y,8,9,4,0,1,2,16,4,2,안양시 평촌도서관,031-8045-6331,09:00~18:00,,37.4109797929,126.9681069910,N,N,N,N,N,N,N,N,,2022-04-06
공중화장실,만안도서관 화장실,경기도 안양시 만안구 냉천로 51,"경기도 안양시 만안구 냉천로 51 (안양동, 안양시립만안도서관)",Y,14,16,0,0,0,0,12,0,0,안양시 석수도서관,031-8045-6115,09:00~18:00,,37.3861764961,126.9262151210,N,N,N,N,N,N,N,N,,2022-04-06
공중화장실,박달도서관 화장실,경기도 안양시 만안구 박달로 459,"경기도 안양시 만안구 박달로 459 (박달동, 안양시립박달도서관)",Y,8,8,0,0,0,0,15,0,0,안양시 석수도서관,031-8045-6175,09:00~18:00,,37.4025414459,126.9035608254,N,N,N,N,N,N,N,N,,2022-04-06
공중화장실,석수도서관 화장실,경기도 안양시 만안구 양화로217번길 34,"경기도 안양시 만안구 양화로217번길 34(석수동, 안양시립석수도서관)",Y,25,28,0,0,0,0,13,0,0,안양시 석수도서관,031-8045-6115,09:00~18:00,,37.4116135792,126.9026414000,N,N,N,N,N,N,N,N,,2022-04-06
공중화장실,염불사입구 공중화장실,경기도 안양시 만안구 예술공원로245번길 150-3,경기도 안양시 만안구 석수동 산17,Y,4,1,0,0,0,0,7,0,0,안양시 자원순환과,031-8045-2256,00:00~24:00,,37.4267287697,126.9336252511,N,N,N,N,N,N,N,N,,2022-04-06
공중화장실,안양역사 공중화장실(1층),,경기도 안양시 만안구 안양동 88-1,Y,2,3,1,0,0,1,3,1,0,안양시 자원순환과,031-8045-2256,00:00~24:00,,37.4011053868,126.9229603417,N,N,N,N,N,N,N,N,,2022-04-06
공중화장실,병목안 수리산약수터입구 공중화장실,,경기도 안양시 만안구 안양동 산79-3,Y,2,3,1,0,0,0,5,0,0,안양시 자원순환과,031-8045-2256,00:00~24:00,,37.3663875740,126.9035873881,N,N,N,N,N,N,N,N,,2022-04-06
공중화장실,간촌유아숲체험원 어린이공중화장실,,경기도 안양시 동안구 관양동 1776,Y,0,0,0,0,1,1,0,0,1,안양시 녹지과,031-8045-5018,09:00~18:00,,37.4171392778,126.9639999888,N,N,N,N,N,N,N,N,,2022-04-06
공중화장실,모란시장,경기도 성남시 중원구 둔촌대로69번길 8,성남시 중원구 성남동 4214,N,2,2,0,0,0,0,3,0,0,성남시청 자원순환과,,24시간,,37.4306354573,127.1274977308,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,현대시장공용화장실,경기도 성남시 수정구 제일로 176,성남시 수정구 제일로 176,N,2,2,0,0,0,0,3,0,0,성남시청 자원순환과,,00시-24시,,37.4421045368,127.1315331854,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,양  영어린이공원,,성남시 분당구 서현2동 317-1,N,2,2,1,1,0,0,2,1,0,성남시청 자원순환과,,24시,,37.3733410393,127.1392960960,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,수  련어린이공원,,성남시 분당구 서현2동 314-1,N,2,2,1,1,0,0,2,1,0,성남시청 자원순환과,,24시,,37.3723935663,127.1405136583,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,미  래어린이공원,,성남시 분당구 서현2동 309,N,2,2,1,1,0,0,2,1,0,성남시청 자원순환과,,24시,,37.3710022063,127.1359614882,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,안  말어린이공원,,성남시 분당구 분당동 194-3,N,2,2,1,1,0,0,2,1,0,성남시청 자원순환과,,24시,,37.3725888190,127.1430428940,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,초  림어린이공원,,성남시 분당구 수내1동 31,N,2,2,1,1,0,0,3,1,0,성남시청 자원순환과,,24시,,37.3752832477,127.1175775688,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,햇  빛어린이공원,,성남시 분당구 수내1동26,N,2,2,1,1,0,0,2,1,0,성남시청 자원순환과,,24시,,37.3745361400,127.1168200059,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,내  정어린이공원,,성남시 분당구 수내2동62,N,2,2,1,1,0,0,2,1,0,성남시청 자원순환과,,24시,,37.3720358250,127.1214110749,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,불  정어린이공원,,성남시 분당구 정자3동 204,N,2,3,1,1,0,0,4,1,0,성남시청 자원순환과,,24시,,37.3615576003,127.1208527719,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,분당로마도시고속주유소,경기도 성남시 분당구 수내로 2,성남시 분당구 수내로 2(수내동),N,1,2,0,0,0,0,1,0,0,성남시청 자원순환과,,00시-24시,,37.3833964864,127.1141087045,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,수펙스주유소,경기도 성남시 분당구 성남대로 71,성남시 분당구 성남대로 71(구미동),N,2,2,0,0,0,0,2,0,0,성남시청 자원순환과,,00시-24시,,37.3423289052,127.1084369972,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,SK에너지㈜ 분당공원주유소,경기도 성남시 분당구 새마을로 27,성남시 분당구 새마을길 27(서현동),N,2,2,0,0,0,0,2,0,0,성남시청 자원순환과,,00시-24시,,37.3840350220,127.1334893287,N,N,N,N,N,N,N,N,,2021-12-31
간이화장실,명달교 인근,경기도 양평군 서종면 화서로 980,경기도 양평군 서종면 화서로 980,Y,1,0,0,0,0,0,1,0,0,양평군 서종면,031-770-3165,24시간,,37.6218128354,127.4474879081,N,N,N,N,N,N,N,N,,2022-04-11
공중화장실,물맑은양평체육관,경기도 양평군 양평읍 마유산로 11,경기도 양평군 양평읍 마유산로 11,N,7,9,2,2,0,0,8,2,0,양평군 교육체육과,031-770-2941,10,1995-04,37.4967242383,127.4857456592,N,N,N,N,N,N,N,N,,2022-04-11
공중화장실,양평군평생학습센터 1층,경기도 양평군 양평읍 마유산로 3,경기도 양평군 양평읍 마유산로 3,N,2,1,1,1,0,0,2,1,0,양평군 교육체육과,031-770-2941,10,2000-11,37.4974452495,127.4850780491,N,N,N,N,N,N,N,N,,2022-04-11
공중화장실,양평군평생학습센터 2층,경기도 양평군 양평읍 마유산로 3,경기도 양평군 양평읍 마유산로 3,N,2,2,1,1,0,0,3,1,0,양평군 교육체육과,031-770-2941,10,2000-11,37.4974452495,127.4850780491,N,N,N,N,N,N,N,N,,2022-04-11
공중화장실,양평군평생학습센터 3층,경기도 양평군 양평읍 마유산로 3,경기도 양평군 양평읍 마유산로 3,N,2,3,1,1,0,0,3,1,0,양평군 교육체육과,031-770-2941,10,2000-11,37.4974452495,127.4850780491,N,N,N,N,N,N,N,N,,2022-04-11
공중화장실,양평군평생학습센터 5층,경기도 양평군 양평읍 마유산로 3,경기도 양평군 양평읍 마유산로 3,N,2,3,1,1,0,0,3,1,0,양평군 교육체육과,031-770-2941,10,2000-11,37.4974452495,127.4850780491,N,N,N,N,N,N,N,N,,2022-04-11
공중화장실,용문국민체육센터 1F,경기도 양평군 용문면 용문체육공원길 55,경기도 양평군 용문면 용문체육공원길 55,Y,2,3,1,0,0,0,5,1,0,양평공사,031-775-7911,06:00~21:00,2011-07,37.4918642463,127.6059958941,N,N,N,N,N,N,N,N,,2022-04-11
공중화장실,용문국민체육센터 2F,경기도 양평군 용문면 용문체육공원길 55,경기도 양평군 용문면 용문체육공원길 55,Y,2,3,0,0,0,0,5,0,1,양평공사,031-775-7911,06:00~21:00,2011-07,37.4918642463,127.6059958941,N,N,N,N,N,N,N,N,,2022-04-11
공중화장실,양서에코힐링센터1F,경기도 양평군 양서면 북한강로 38,경기도 양평군 양서면 북한강로38,N,2,2,1,1,0,0,8,1,0,양평공사,031-772-4811,06:00~21:00,2020-01,37.5471116243,127.3215194664,N,N,N,N,N,N,N,N,,2022-04-11
공중화장실,양서에코힐링센터3F,경기도 양평군 양서면 북한강로 38,경기도 양평군 양서면 북한강로38,N,2,2,2,1,0,0,5,2,0,양평공사,031-772-4811,06:00~21:00,2020-01,37.5471116243,127.3215194664,N,N,N,N,N,N,N,N,,2022-04-11
공중화장실,선사유적지,경기도 양평군 개군면 앙덕길 82,경기도 양평군 개군면 앙덕리 25-4,N,1,2,0,0,0,0,2,0,0,양평군 개군면,031-770-3343,24시간,,37.4413263726,127.5101855185,N,N,N,N,N,N,N,N,,2022-04-11
공중화장실,개군면복지회관,경기도 양평군 개군면 추읍로 37,"경기도 양평군 개군면 추읍로 37 (부리, 개군면 복지회관,1층)",N,2,2,0,0,0,0,2,0,0,양평군 개군면,031-774-2750,24시간,,37.4282132369,127.5422720378,N,N,N,N,N,N,N,N,,2022-04-11
공중화장실,개군우체국,경기도 양평군 개군면 하자포길 33,"경기도 양평군 개군면 하자포길 33 (하자포리, 개군우체국,1층)",Y,1,1,0,0,0,0,1,0,0,개군우체국,031-772-8004,9시간,,37.4261235783,127.5377273138,N,N,N,N,N,N,N,N,,2022-04-11
공중화장실,향소1리게이트볼장,경기도 양평군 단월면 석산로 348,경기도 양평군 단월면 석산로 348,N,2,1,0,0,0,0,1,0,0,게이트볼회,,15시간,,37.5786222834,127.6462558542,N,N,N,N,N,N,N,N,,2022-04-11
공중화장실,수능1리체육공원,경기도 양평군 서종면 황순원로 224-18,경기도 양평군 서종면 황순원로 224-18,N,1,1,0,0,0,0,1,0,0,양평군 서종면,031-770-3164,20시간,,37.5928387246,127.3795431335,N,N,N,N,N,N,N,N,,2022-04-11
공중화장실,양동친환경화장실(산책로),경기도 양평군 양동면 양동역길 2,경기도 양평군 양동면 양동역길 2,N,2,2,1,0,0,0,2,1,0,양평군 양동면,031-770-3253,24시간,,37.4190994082,127.7525953082,N,N,N,N,N,N,N,N,,2022-04-11
개방화장실,양서체육공원,경기도 양평군 양서면 두물머리길68번길 7,경기도 양평군 양서면 두물머리길68번길 7,N,1,2,0,0,0,0,7,0,0,양평군 양서면,031-770-3105,10시간,,37.5380816501,127.3167076827,N,N,N,N,N,N,N,N,,2022-04-11
공중화장실,양서119지역대,경기도 양평군 양서면 두물머리길8번길 49,경기도 양평군 양서면 두물머리길8번길 49(1층),Y,1,0,0,0,0,0,1,0,0,양서119지역대,031-770-0546,24시간,,37.5427347820,127.3180773229,N,N,N,N,N,N,N,N,,2022-04-11
공중화장실,양서우체국,경기도 양평군 양서면 양수로152번길 26,"경기도 양평군 양서면 양수로152번길 26 (양수리, 양평양서우체국,1층)",Y,1,1,0,0,3,0,0,0,0,양평양서우체국,031-772-6003,24시간,,37.5459608131,127.3175374240,N,N,N,N,N,N,N,N,,2022-04-11
공중화장실,서  당어린이공원,,성남시 분당구 서현2동 302-1,N,2,2,1,1,0,0,2,1,0,성남시청 자원순환과,,24시,,37.3751755762,127.1344559965,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,양  영어린이공원,,성남시 분당구 서현2동 317-1,N,2,2,1,1,0,0,2,1,0,성남시청 자원순환과,,24시,,37.3733410393,127.1392960960,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,수  련어린이공원,,성남시 분당구 서현2동 314-1,N,2,2,1,1,0,0,2,1,0,성남시청 자원순환과,,24시,,37.3723935663,127.1405136583,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,미  래어린이공원,,성남시 분당구 서현2동 309,N,2,2,1,1,0,0,2,1,0,성남시청 자원순환과,,24시,,37.3710022063,127.1359614882,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,안  말어린이공원,,성남시 분당구 분당동 194-3,N,2,2,1,1,0,0,2,1,0,성남시청 자원순환과,,24시,,37.3725888190,127.1430428940,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,장  안어린이공원,,성남시 분당구 분당동 89,N,2,2,1,1,0,0,2,1,0,성남시청 자원순환과,,24시,,37.3706450141,127.1410184850,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,초  림어린이공원,,성남시 분당구 수내1동 31,N,2,2,1,1,0,0,3,1,0,성남시청 자원순환과,,24시,,37.3752832477,127.1175775688,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,햇  빛어린이공원,,성남시 분당구 수내1동26,N,2,2,1,1,0,0,2,1,0,성남시청 자원순환과,,24시,,37.3745361400,127.1168200059,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,내  정어린이공원,,성남시 분당구 수내2동62,N,2,2,1,1,0,0,2,1,0,성남시청 자원순환과,,24시,,37.3720358250,127.1214110749,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,푸  른어린이공원,,성남시 분당구 수내3동 127,N,2,3,1,1,0,0,4,1,0,성남시청 자원순환과,,24시,,37.3684191537,127.1249614258,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,불  정어린이공원,,성남시 분당구 정자3동 204,N,2,3,1,1,0,0,4,1,0,성남시청 자원순환과,,24시,,37.3615576003,127.1208527719,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,산성공원(장애인화장실),,성남시 수정구 양지동 산22,N,0,0,1,1,0,0,0,1,0,성남시청 자원순환과,,8시~18시,,37.4641038501,127.1707372612,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,산성공원(관리사무소),,성남시 수정구 양지동 산22,N,1,2,0,0,0,0,3,0,0,성남시청 자원순환과,,8시~18시,,37.4641038501,127.1707372612,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,산성공원(조립식),,성남시 수정구 양지동 산24,N,1,3,0,0,0,0,3,0,0,성남시청 자원순환과,,24시,,,,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,분  당어린이공원,,성남시 분당구 서현1동 94-1,N,2,3,1,1,0,0,3,1,0,성남시청 자원순환과,,24시,,37.3790354947,127.1311884628,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,한옥화장실,,성남시 수정구 양지동 78-1,N,3,5,0,0,0,0,8,0,0,성남시청 자원순환과,,8시~18시,,,,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,산성화장실,,성남시 수정구 양지동 산 130-1,N,1,2,0,0,0,0,2,0,0,성남시청 자원순환과,,8시~18시,,,,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,덕운사입구(간이화장실),,성남시 중원구 은행2동 31,N,1,0,0,0,0,0,1,0,0,성남시청 자원순환과,,24시,,37.4689621497,127.1756541063,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,약사사입구(간이화장실),,성남시 중원구 은행동 산8,N,1,0,0,0,0,0,1,0,0,성남시청 자원순환과,,24시,,,,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,성남종합버스터미널 1층,경기도 성남시 분당구 성남대로925번길 16,성남시 분당구 야탑동 341,N,8,10,1,1,0,0,16,1,0,성남시청 자원순환과,,24시,,37.4130939326,127.1272456048,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,지하철 분당선 태평역,경기도 성남시 수정구 성남대로 지하 1229,성남시 수정구 성남대로 지하 1229번지,N,3,5,1,1,0,0,7,1,0,성남시청 자원순환과,,5시~00시,,37.4398750482,127.1276667192,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,지하철 분당선 야탑역,경기도 성남시 분당구 성남대로 지하 903,성남시 분당구 성남대로 지하 903,N,5,4,1,1,0,0,5,1,0,성남시청 자원순환과,,5시~12시,,37.4110614790,127.1287246805,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,지하철 경강서 이매역,,성남시 분당구 성남대로 738번지,N,1,3,1,1,0,0,3,1,0,성남시청 자원순환과,,09시~09시,,,,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,지하철 분당선 서현역,경기도 성남시 분당구 성남대로 지하 601,성남시 분당구 성남대로 지하 601(서현동 263),N,5,5,1,1,0,0,4,1,0,성남시청 자원순환과,,00시~24시,,37.3850129659,127.1234310172,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,맑은물환경사업소 3층,경기도 의정부시 호국로1049번길 39,"경기도 의정부시 호국로1049번길 39 (가능동, 맑은물환경사업소)",Y,2,2,0,0,0,0,4,1,0,맑은물환경사업소 업N지원과,031-828-4084,09:00~18:00,,37.7414885334,127.0193002841,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,맑은물환경사업소 지하1층,경기도 의정부시 호국로1049번길 39,"경기도 의정부시 호국로1049번길 39 (가능동, 맑은물환경사업소)",Y,2,2,0,0,0,0,4,1,0,맑은물환경사업소 업N지원과,031-828-4084,09:00~18:00,,37.7414885334,127.0193002841,N,N,N,N,N,N,N,N,,2021-12-31
개방화장실,대로충전소,경기도 의정부시 가금로 75,경기도 의정부시 가금로 75 (가능동),Y,2,2,0,0,0,0,2,0,0,대로충전소,031-846-2206,24시간,,37.7545334584,127.0449850215,N,N,N,N,N,N,N,N,,2021-12-31
개방화장실,가능입체 공용주차장,경기도 의정부시 신촌로39번길 20,경기도 의정부시 가능동 628,N,1,2,0,0,0,0,1,0,0,의정부시시설관리공단 주차사업팀,031-828-6846,24시간,,37.7514824239,127.0391689956,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,안골 공중화장실,경기도 의정부시 호국로1114번길 105,경기도 의정부시 가능동 산81-159,Y,2,2,0,0,0,0,4,0,0,의정부시 자원순환과,031-828-2983,24시간,,37.7380166138,127.0277667716,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,경기도의정부교육지원청,경기도 의정부시 가능로136번길 29,"경기도 의정부시 가능로136번길 29 (의정부동, 의정부교육지원청)",Y,23,29,3,0,0,0,33,3,0,경기도의정부교육지원청,031-820-0124,09:00~18:00,,37.7459243332,127.0469333068,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,성남중앙지하시장,,성남시 중원구 산성대로 204-5,N,12,20,4,4,0,0,28,0,4,성남시청 자원순환과,,00시-24시,,,,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,분당우성시장,경기도 성남시 분당구 중앙공원로40번길 42,성남시 분당구 중앙공원로40번길 42,N,2,3,0,0,0,0,2,0,0,성남시청 자원순환과,,00시-24시,,37.3781816137,127.1323770093,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,현대프라자시장,경기도 성남시 분당구 돌마로 364,성남시 분당구 수내동 79-2,N,3,3,0,0,0,0,3,0,0,성남시청 자원순환과,,09시-18시,,37.3699876639,127.1236529514,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,코끼리상가,,성남시 분당구 내정로166번길,N,6,4,0,0,0,0,6,0,0,성남시청 자원순환과,,00시-24시,,,,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,돌고래시장,,성남시 분당구 내정로174번길 42,N,2,2,0,0,0,0,3,0,0,성남시청 자원순환과,,8시-23시,,37.3715423837,127.1221882454,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,야탑에이스코아시장,경기도 성남시 분당구 야탑로 64,성남시 분당구 야탑동 502,N,2,3,0,0,0,0,6,0,0,성남시청 자원순환과,,00시-24시,,37.4094843844,127.1259640132,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,성남남한산성시장,경기도 성남시 중원구 은이로8번길 6,성남시 중원구 은행동1553-6등 24필지,N,2,2,0,0,0,0,3,0,0,성남시청 자원순환과,,00시-24시,,37.4573284044,127.1647463145,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,금호시장,,성남시 분당구 내정로165번길 38,N,2,3,0,0,0,0,4,0,0,성남시청 자원순환과,,06시~22시,,37.3759788963,127.1171172326,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,은행시장,경기도 성남시 중원구 산성대로 526,성남시 중원구 은행동1553,N,3,3,0,0,0,0,4,0,0,성남시청 자원순환과,,08시-23시,,37.4575800465,127.1644851292,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,미금현대벤처빌시장,경기도 성남시 분당구 돌마로 80,성남시 분당구 돌마로 80,N,3,4,1,1,0,0,4,1,0,성남시청 자원순환과,,10시-21시,,37.3496997265,127.1104084870,N,N,N,N,N,N,N,N,,2021-12-31
공중화장실,모란시장(구 모란가축시장),,성남시 중원구 성남동 4182등 16필지,N,2,2,0,0,0,0,1,0,0,성남시청 자원순환과,,08시-20시,,,,N,N,N,N,N,N,N,N,,2021-12-31
